,Location,ReportedYear,crime_count,longitude,latitude
22069,604 E WRIGHT ST,2016,1,-87.9038003,43.0639657
22070,604 E WRIGHT ST,2018,1,-87.9038003,43.0639657
22071,604 E WRIGHT ST,2019,1,-87.9038003,43.0639657
22072,604 W BURLEIGH ST,2016,2,-87.918882847462,43.07500605
22073,604 W BURLEIGH ST,2017,3,-87.918882847462,43.07500605
22074,605 E AUER AV,2016,1,-87.9035947,43.0764981
22075,605 E AUER AV,2019,1,-87.9035947,43.0764981
22076,605 E CLARKE ST,2016,1,-87.9038337,43.0655942
22077,605 E JUNEAU AV,2016,1,-87.90457228723497,43.04565754562934
22078,605 E JUNEAU AV,2017,1,-87.90457228723497,43.04565754562934
22079,605 E JUNEAU AV,2019,1,-87.90457228723497,43.04565754562934
22080,605 E LYON ST,2016,11,-87.9041922,43.0487539
22081,605 E LYON ST,2017,12,-87.9041922,43.0487539
22082,605 E LYON ST,2018,8,-87.9041922,43.0487539
22083,605 E LYON ST,2019,11,-87.9041922,43.0487539
22084,605 E LYON ST,2020,16,-87.9041922,43.0487539
22085,605 E LYON ST,2021,15,-87.9041922,43.0487539
22086,605 E LYON ST,2022,17,-87.9041922,43.0487539
22087,605 E TOWNSEND ST,2016,1,-87.9035514929081,43.0800113
22088,605 E TOWNSEND ST,2020,1,-87.9035514929081,43.0800113
22089,605 E WRIGHT ST,2016,1,-87.90380649992565,43.0637181
22090,605 W KNEELAND ST,2016,2,-87.91916417566624,43.04928305
22091,605 W KNEELAND ST,2020,1,-87.91916417566624,43.04928305
22092,605 W KNEELAND ST,2022,1,-87.91916417566624,43.04928305
22093,606 E CHAMBERS ST,2016,1,-87.9036573,43.0730281
22094,606 E CHAMBERS ST,2022,1,-87.9036573,43.0730281
22095,606 E HADLEY ST,2017,2,-87.90381538640418,43.069403
22096,606 E JUNEAU AV,2017,4,-87.90433847270195,43.0462464
22097,606 E JUNEAU AV,2018,2,-87.90433847270195,43.0462464
22098,606 E JUNEAU AV,2020,2,-87.90433847270195,43.0462464
22099,606 E JUNEAU AV,2022,1,-87.90433847270195,43.0462464
22100,606 E MEINECKE AV,2017,2,-87.90375472491499,43.062214499999996
22101,606 N 5TH ST,2016,1,-94.1214291,36.3383206
22102,606 W CENTER ST,2016,2,-87.91876480833818,43.0677357
22103,606 W CENTER ST,2018,1,-87.91876480833818,43.0677357
22104,606 W CENTER ST,2019,4,-87.91876480833818,43.0677357
22105,606 W CONCORDIA AV,2017,1,-87.91886042494704,43.079071049999996
22106,606 W CONCORDIA AV,2022,1,-87.91886042494704,43.079071049999996
22107,606 W MEINECKE AV,2016,1,-87.9188116,43.0622779
22108,606 W WISCONSIN AV,2016,6,-87.91929379228665,43.039148100000006
22109,606 W WISCONSIN AV,2020,1,-87.91929379228665,43.039148100000006
22110,606 W WISCONSIN AV #702,2016,1,-79.40451376,35.17644736
22111,607 W GARFIELD AV,2017,3,-87.91881611564749,43.0589368
22112,607 W GARFIELD AV,2018,1,-87.91881611564749,43.0589368
22113,607 W GARFIELD AV,2019,2,-87.91881611564749,43.0589368
22114,608 E TOWNSEND ST,2016,1,-87.90358371428572,43.0801225
22115,608 N WATER ST,2017,1,-97.39261560577691,27.796978451726265
22116,608 W CENTER ST,2016,1,-87.91876480833818,43.0677357
22117,608 W CENTER ST,2019,3,-87.91876480833818,43.0677357
22118,609 E KEEFE AV,2017,1,-87.90338132471346,43.08182415
22119,609 E KEEFE AV,2018,2,-87.90338132471346,43.08182415
22120,609 E KEEFE AV,2021,2,-87.90338132471346,43.08182415
22121,609 E LLOYD ST,2016,1,-87.90368732325739,43.0575685
22122,609 E LLOYD ST,2022,1,-87.90368732325739,43.0575685
22123,609 N 8TH ST,2016,3,-87.9222582847603,43.0378113
22124,609 N 8TH ST,2019,1,-87.9222582847603,43.0378113
22125,609 W CENTER ST,2016,2,-87.9186650489226,43.06731595
22126,609 W CENTER ST,2022,2,-87.9186650489226,43.06731595
22127,610 E CLARKE ST,2016,1,-87.90381704462817,43.06580175
22128,610 E KILBOURN AV,2017,1,-87.90415200325346,43.04273174977818
22129,610 E KILBOURN AV,2018,1,-87.90415200325346,43.04273174977818
22130,610 E OGDEN AV,2016,1,-88.13831255,41.78558445
22131,610 E OGDEN AV,2017,1,-88.13831255,41.78558445
22132,610 E OGDEN AV,2021,2,-88.13831255,41.78558445
22133,610 N WATER ST,2017,1,-87.90862907478228,43.0377708
22134,610 N WATER ST,2022,1,-87.90862907478228,43.0377708
22135,610 W BURLEIGH ST,2016,2,-87.91907124991195,43.0750082
22136,610 W BURLEIGH ST,2020,1,-87.91907124991195,43.0750082
22137,610 W BURLEIGH ST,2021,1,-87.91907124991195,43.0750082
22138,610 W KNEELAND ST,2016,1,-87.91893659090908,43.04947131818182
22139,610 W LOCUST ST,2017,1,-87.91887259616948,43.0714022
22140,610 W VINE ST,2017,1,-87.91897924192676,43.05406765
22141,610 W VINE ST,2019,1,-87.91897924192676,43.05406765
22142,610 W VLIET ST,2017,1,-87.91917690529084,43.048655749999995
22143,610 W VLIET ST,2021,3,-87.91917690529084,43.048655749999995
22144,610 W WISCONSIN AV,2016,3,-87.919442,43.0389358
22145,610 W WISCONSIN AV,2020,1,-87.919442,43.0389358
22146,610 W WISCONSIN AV,2022,2,-87.919442,43.0389358
22147,610 W WISCONSIN AV #33,2017,1,-73.6897950952381,43.299521666666664
22148,611 E LYON ST,2017,1,-87.90444692233164,43.049279926735004
22149,611 E WELLS ST,2016,1,-87.9037447,43.0412824
22150,611 E WELLS ST,2022,1,-87.9037447,43.0412824
22151,611 E WISCONSIN AV,2017,2,-87.9030758,43.0387
22152,611 E WISCONSIN AV,2020,2,-87.9030758,43.0387
22153,611 E WISCONSIN AV,2022,2,-87.9030758,43.0387
22154,611 N BROADWAY,2016,2,-87.90812458830229,43.0378076
22155,611 N BROADWAY,2017,3,-87.90812458830229,43.0378076
22156,611 N BROADWAY,2019,6,-87.90812458830229,43.0378076
22157,611 N BROADWAY,2020,3,-87.90812458830229,43.0378076
22158,611 N BROADWAY,2021,3,-87.90812458830229,43.0378076
22159,611 N BROADWAY,2022,6,-87.90812458830229,43.0378076
22160,611 N JAMES LOVELL ST,2016,1,-87.92049223908381,43.0376788983444
22161,611 N PLANKINTON AV,2017,1,-87.91131358374693,43.037594065757645
22162,611 W CHERRY ST,2017,1,-87.91990206646177,43.049561749999995
22163,611 W CHERRY ST,2018,1,-87.91990206646177,43.049561749999995
22164,611 W CHERRY ST,2021,2,-87.91990206646177,43.049561749999995
22165,611 W CHERRY ST,2022,1,-87.91990206646177,43.049561749999995
22166,611 W WISCONSIN AV,2016,3,-87.91939535013351,43.0381266
22167,611 W WISCONSIN AV,2017,3,-87.91939535013351,43.0381266
22168,611 W WISCONSIN AV,2019,4,-87.91939535013351,43.0381266
22169,611 W WISCONSIN AV,2021,4,-87.91939535013351,43.0381266
22170,611 W WISCONSIN AV,2022,7,-87.91939535013351,43.0381266
22171,612 E CENTER ST,2017,1,-87.90358164691531,43.06766315
22172,612 N BROADWAY,2016,1,-73.8887818,40.9555523
22173,612 N BROADWAY,2022,1,-73.8887818,40.9555523
22174,612 W VLIET ST,2016,2,-87.91917690529084,43.048655749999995
22175,612 W WISCONSIN AV,2016,1,-87.9194964,43.0389358
22176,612 W WISCONSIN AV,2017,3,-87.9194964,43.0389358
22177,612 W WISCONSIN AV,2018,2,-87.9194964,43.0389358
22178,612 W WISCONSIN AV,2019,4,-87.9194964,43.0389358
22179,612 W WISCONSIN AV,2021,1,-87.9194964,43.0389358
22180,613 E CHAMBERS ST,2016,2,-87.90356525,43.07275155
22181,613 E KEEFE AV,2016,1,-87.90327242535432,43.081833599999996
22182,613 E TOWNSEND ST,2016,1,-87.90332359000001,43.0800071
22183,613 E TOWNSEND ST,2017,1,-87.90332359000001,43.0800071
22184,613 E TOWNSEND ST,2018,1,-87.90332359000001,43.0800071
22185,613 E TOWNSEND ST,2021,1,-87.90332359000001,43.0800071
22186,613 W GALENA ST,2017,1,-112.54489982149344,46.011605233631855
22187,613 W WISCONSIN AV,2016,1,-88.51027841402421,43.113887500000004
22188,614 E LYON ST,2016,1,-87.9040901,43.049505
22189,614 E MEINECKE AV,2016,1,-87.9036071004405,43.062208299999995
22190,614 E MEINECKE AV,2017,1,-87.9036071004405,43.062208299999995
22191,615 E MICHIGAN ST,2016,1,-86.14645515972185,39.7736762
22192,615 E MICHIGAN ST,2017,1,-86.14645515972185,39.7736762
22193,615 E MICHIGAN ST,2019,1,-86.14645515972185,39.7736762
22194,615 E MICHIGAN ST,2021,8,-86.14645515972185,39.7736762
22195,615 E MICHIGAN ST,2022,3,-86.14645515972185,39.7736762
22196,615 N 2ND ST,2016,1,-121.89817286518092,37.347825549999996
22197,615 N 2ND ST,2017,1,-121.89817286518092,37.347825549999996
22198,615 N 2ND ST,2021,3,-121.89817286518092,37.347825549999996
22199,615 N 2ND ST,2022,17,-121.89817286518092,37.347825549999996
22200,615 N PLANKINTON AV,2016,1,-87.9127497113389,43.037772700000005
22201,615 N PLANKINTON AV,2017,9,-87.9127497113389,43.037772700000005
22202,615 N PLANKINTON AV,2018,2,-87.9127497113389,43.037772700000005
22203,615 N PLANKINTON AV,2019,6,-87.9127497113389,43.037772700000005
22204,615 N PLANKINTON AV,2020,2,-87.9127497113389,43.037772700000005
22205,615 N PLANKINTON AV,2021,3,-87.9127497113389,43.037772700000005
22206,615 N PLANKINTON AV,2022,26,-87.9127497113389,43.037772700000005
22207,615 N WATER ST,2016,1,-97.39280005097372,27.79702958148596
22208,615 W CHAMBERS ST,2016,1,-87.91888319688101,43.07289675
22209,615 W CHAMBERS ST,2017,2,-87.91888319688101,43.07289675
22210,615 W CHAMBERS ST,2019,2,-87.91888319688101,43.07289675
22211,615 W CHAMBERS ST,2020,1,-87.91888319688101,43.07289675
22212,615 W CHAMBERS ST,2022,2,-87.91888319688101,43.07289675
22213,615 W HADLEY ST,2017,1,-112.08175871428571,33.43901271428572
22214,615 W KEEFE AV,2016,2,-87.91916230833698,43.08094255
22215,615 W KEEFE AV,2018,1,-87.91916230833698,43.08094255
22216,615 W KEEFE AV,2019,1,-87.91916230833698,43.08094255
22217,615 W KEEFE AV,2020,1,-87.91916230833698,43.08094255
22218,615 W KEEFE AV,2021,2,-87.91916230833698,43.08094255
22219,615 W KEEFE AV,2022,1,-87.91916230833698,43.08094255
22220,616 E LYON ST,2017,1,-87.9043886304222,43.04944455988343
22221,616 E LYON ST,2019,1,-87.9043886304222,43.04944455988343
22222,616 W CHAMBERS ST,2016,1,-87.91898173883973,43.0732407
22223,616 W CHAMBERS ST,2017,3,-87.91898173883973,43.0732407
22224,616 W CHAMBERS ST,2018,2,-87.91898173883973,43.0732407
22225,616 W CHAMBERS ST,2019,2,-87.91898173883973,43.0732407
22226,616 W CHAMBERS ST,2022,2,-87.91898173883973,43.0732407
22227,616 W CLARKE ST,2016,2,-87.91908619283922,43.06588515
22228,616 W WISCONSIN AV,2016,2,-87.9195901,43.0389359
22229,616 W WISCONSIN AV,2018,1,-87.9195901,43.0389359
22230,616 W WISCONSIN AV,2019,2,-87.9195901,43.0389359
22231,616 W WISCONSIN AV,2020,1,-87.9195901,43.0389359
22232,616 W WISCONSIN AV,2021,1,-87.9195901,43.0389359
22233,617 W HADLEY ST,2016,2,-87.91902284536675,43.0692323
22234,617 W HADLEY ST,2022,1,-87.91902284536675,43.0692323
22235,618 E LOCUST ST,2016,1,-87.90342476892528,43.0712903
22236,618 N WATER ST,2016,4,-97.39261315837456,27.797055285202244
22237,618 N WATER ST,2017,6,-97.39261315837456,27.797055285202244
22238,618 N WATER ST,2019,3,-97.39261315837456,27.797055285202244
22239,618 N WATER ST,2020,1,-97.39261315837456,27.797055285202244
22240,618 N WATER ST,2021,9,-97.39261315837456,27.797055285202244
22241,618 N WATER ST,2022,3,-97.39261315837456,27.797055285202244
22242,618 W BURLEIGH ST,2017,1,-87.91925485992556,43.0750096
22243,618 W KEEFE AV,2016,2,-87.9191054,43.0817233
22244,618 W LOCUST ST,2016,1,-87.9190099277143,43.0714043
22245,618 W LOCUST ST,2021,1,-87.9190099277143,43.0714043
22246,618 W LOCUST ST,2022,1,-87.9190099277143,43.0714043
22247,619 N WATER ST,2016,1,-97.39279912737587,27.797060316770033
22248,619 W KNEELAND ST,2016,1,-87.9195487,43.0491879
22249,619 W KNEELAND ST,2020,1,-87.9195487,43.0491879
22250,619 W WALNUT ST,2016,2,-87.9194418,43.0515268
22251,619 W WALNUT ST,2017,1,-87.9194418,43.0515268
22252,619 W WALNUT ST,2018,2,-87.9194418,43.0515268
22253,619 W WALNUT ST,2019,3,-87.9194418,43.0515268
22254,619 W WALNUT ST,2020,3,-87.9194418,43.0515268
22255,619 W WALNUT ST,2021,5,-87.9194418,43.0515268
22256,619 W WALNUT ST,2022,3,-87.9194418,43.0515268
22257,620 E CLARKE ST,2016,1,-87.9033987,43.0658379
22258,620 E ERIE ST,2017,1,-87.9028146321341,43.027511619700576
22259,620 E WRIGHT ST,2017,1,-87.90341249761443,43.0640164
22260,620 E WRIGHT ST,2021,1,-87.90341249761443,43.0640164
22261,620 N 5TH ST,2017,1,-75.14685236893101,39.9626108
22262,620 N JAMES LOVELL ST,2016,1,-87.92026642475926,43.037792999728275
22263,620 W GALENA ST,2016,1,-112.5450217532909,46.011438269283765
22264,620 W GALENA ST,2022,1,-112.5450217532909,46.011438269283765
22265,620 W MEINECKE AV,2017,1,-87.96945954989593,43.06246340969184
22266,620 W WELLS ST,2017,1,-87.91937720565066,43.04012138133104
22267,621 E CLARKE ST,2017,1,-87.90339412496294,43.06552655
22268,621 N 5TH ST,2017,1,-75.14646754768982,39.962886850000004
22269,621 N 5TH ST,2021,1,-75.14646754768982,39.962886850000004
22270,621 N CASS ST,2017,2,-87.90152269450161,43.038143525463134
22271,621 N CASS ST,2018,2,-87.90152269450161,43.038143525463134
22272,621 N CASS ST,2019,1,-87.90152269450161,43.038143525463134
22273,622 N BROADWAY,2017,1,-73.88844055882353,40.957458
22274,622 N MILWAUKEE ST,2016,1,-87.90631483344205,43.03786103596323
22275,622 N WATER ST,2016,1,-87.90865630518019,43.0379481
22276,622 N WATER ST,2020,1,-87.90865630518019,43.0379481
22277,622 W VIENNA AV,2016,1,-87.91888351201123,43.08561819914574
22278,622 W WISCONSIN AV,2016,3,-87.9196883,43.038936
22279,622 W WISCONSIN AV,2017,1,-87.9196883,43.038936
22280,622 W WISCONSIN AV,2018,2,-87.9196883,43.038936
22281,622 W WISCONSIN AV,2020,2,-87.9196883,43.038936
22282,622 W WISCONSIN AV,2022,1,-87.9196883,43.038936
22283,623 E BURLEIGH ST,2016,1,-87.9031635900221,43.07454435
22284,623 E BURLEIGH ST,2017,1,-87.9031635900221,43.07454435
22285,623 E BURLEIGH ST,2021,1,-87.9031635900221,43.07454435
22286,623 W CENTER ST,2016,1,-87.9192396699764,43.06744885
22287,623 W RING ST,2016,1,-87.91933116196975,43.0774411
22288,623 W RING ST,2017,1,-87.91933116196975,43.0774411
22289,623 W RING ST,2020,1,-87.91933116196975,43.0774411
22290,623 W VLIET ST,2017,3,-87.91957717761284,43.048282549999996
22291,623 W VLIET ST,2018,1,-87.91957717761284,43.048282549999996
22292,623 W VLIET ST,2021,2,-87.91957717761284,43.048282549999996
22293,624 E OGDEN AV,2017,1,-87.9039117,43.0482723
22294,624 E OGDEN AV,2018,2,-87.9039117,43.0482723
22295,624 E OGDEN AV,2020,1,-87.9039117,43.0482723
22296,624 E OGDEN AV,2021,4,-87.9039117,43.0482723
22297,624 E OGDEN AV,2022,4,-87.9039117,43.0482723
22298,624 E OGDEN AV #202,2017,1,-71.3665493,41.69531005
22299,624 E PLEASANT ST,2016,1,-87.90381164214602,43.050742150000005
22300,624 E PLEASANT ST,2017,1,-87.90381164214602,43.050742150000005
22301,624 W VLIET ST,2016,1,-87.9197071,43.0486253
22302,624 W VLIET ST,2022,1,-87.9197071,43.0486253
22303,625 E LOCUST ST,2016,1,-87.9032860240566,43.0708235
22304,625 E ST PAUL AV,2017,4,-87.9028695,43.0351594
22305,625 E ST PAUL AV,2022,2,-87.9028695,43.0351594
22306,625 E WELLS ST,2017,1,-93.07397212884025,44.967616260882224
22307,625 N BROADWAY,2016,1,-73.7685096,41.054625
22308,625 N MILWAUKEE ST,2016,2,-87.9066312,43.0382293
22309,625 N MILWAUKEE ST,2017,1,-87.9066312,43.0382293
22310,625 N MILWAUKEE ST,2018,2,-87.9066312,43.0382293
22311,625 N MILWAUKEE ST,2021,1,-87.9066312,43.0382293
22312,625 N MILWAUKEE ST,2022,3,-87.9066312,43.0382293
22313,625 W BROWN ST,2016,1,-87.91949638940184,43.0563078
22314,625 W CONCORDIA AV,2016,1,-87.91941063230308,43.078702750000005
22315,625 W CONCORDIA AVE,2016,1,-87.91941063230308,43.078702750000005
22316,625 W VIENNA AV,2017,1,-87.91935357697585,43.0853419
22317,625 W VIENNA AV,2019,4,-87.91935357697585,43.0853419
22318,625 W VIENNA AV,2020,3,-87.91935357697585,43.0853419
22319,626 E BURLEIGH ST,2017,1,-87.90315319999999,43.0749412
22320,626 E BURLEIGH ST,2019,1,-87.90315319999999,43.0749412
22321,626 E BURLEIGH ST,2021,1,-87.90315319999999,43.0749412
22322,626 E KILBOURN AV,2016,2,-87.90388984410777,43.04327815
22323,626 E KILBOURN AV,2017,7,-87.90388984410777,43.04327815
22324,626 E KILBOURN AV,2018,5,-87.90388984410777,43.04327815
22325,626 E KILBOURN AV,2019,3,-87.90388984410777,43.04327815
22326,626 E KILBOURN AV,2020,1,-87.90388984410777,43.04327815
22327,626 E KILBOURN AV,2021,9,-87.90388984410777,43.04327815
22328,626 E KILBOURN AV,2022,7,-87.90388984410777,43.04327815
22329,626 E KILBOURN AV #2004,2016,1,-85.61469392374363,30.148421358747328
22330,626 E STATE ST,2016,4,-85.3383904,44.5730956
22331,626 E STATE ST,2017,1,-85.3383904,44.5730956
22332,626 E STATE ST,2018,1,-85.3383904,44.5730956
22333,626 E STATE ST,2020,2,-85.3383904,44.5730956
22334,626 E STATE ST,2021,7,-85.3383904,44.5730956
22335,626 E STATE ST,2022,2,-85.3383904,44.5730956
22336,626 E WISCONSIN AV,2017,1,-87.9031957692238,43.03920265
22337,626 E WISCONSIN AV,2019,1,-87.9031957692238,43.03920265
22338,626 E WISCONSIN AV,2020,1,-87.9031957692238,43.03920265
22339,626 E WISCONSIN AV,2021,1,-87.9031957692238,43.03920265
22340,626 E WISCONSIN AV,2022,1,-87.9031957692238,43.03920265
22341,626 W MELVINA ST,2016,1,-87.91928473765904,43.08845915
22342,626 W MELVINA ST,2019,1,-87.91928473765904,43.08845915
22343,627 E CAPITOL DR,2017,3,-87.90265551501966,43.08875695
22344,627 E CAPITOL DR,2018,1,-87.90265551501966,43.08875695
22345,627 E CAPITOL DR,2019,2,-87.90265551501966,43.08875695
22346,627 E CAPITOL DR,2020,2,-87.90265551501966,43.08875695
22347,627 E CAPITOL DR,2021,1,-87.90265551501966,43.08875695
22348,627 E CAPITOL DR,2022,3,-87.90265551501966,43.08875695
22349,628 N 10TH ST,2016,1,-121.88940691696916,37.352295
22350,628 N 10TH ST,2018,1,-121.88940691696916,37.352295
22351,628 N WATER ST,2017,2,-87.9088654,43.038159
22352,628 N WATER ST,2018,3,-87.9088654,43.038159
22353,628 N WATER ST,2019,1,-87.9088654,43.038159
22354,628 N WATER ST,2020,1,-87.9088654,43.038159
22355,628 N WATER ST,2022,2,-87.9088654,43.038159
22356,629 E LOCUST ST,2016,1,-87.90314617233913,43.070949549999995
22357,629 N PLANKINTON AV,2017,1,-87.91132204988752,43.0377975752513
22358,629 W CHAMBERS ST,2017,1,-87.91928760559682,43.0728745
22359,630 E CHAMBERS ST,2016,1,-87.9030781,43.0730523
22360,630 E CHAMBERS ST,2017,1,-87.9030781,43.0730523
22361,630 E CHAMBERS ST,2020,1,-87.9030781,43.0730523
22362,630 E CHICAGO ST,2016,1,-84.97648625635489,41.93492085
22363,630 E CLARKE ST,2016,1,-87.9036296137461,43.065735691383544
22364,630 E HADLEY ST,2017,1,-87.90358493628285,43.06940169410107
22365,630 E KEEFE AV,2017,1,-87.90330844572637,43.0821081615345
22366,630 E MEINECKE AV,2016,1,-87.90328781985261,43.06212082124929
22367,630 N 5TH ST,2016,1,-75.1468592227242,39.96280805
22368,630 N 5TH ST,2017,2,-75.1468592227242,39.96280805
22369,630 N 5TH ST,2021,10,-75.1468592227242,39.96280805
22370,630 N 5TH ST,2022,2,-75.1468592227242,39.96280805
22371,630 W RING ST,2016,1,-87.91904501989168,43.07769781051631
22372,630 W WELLS ST,2017,2,-87.91947047143641,43.04012175489227
22373,631 E CHICAGO ST,2016,11,-87.90207456999686,43.0314929
22374,631 E CHICAGO ST,2017,9,-87.90207456999686,43.0314929
22375,631 E CHICAGO ST,2018,5,-87.90207456999686,43.0314929
22376,631 E CHICAGO ST,2021,10,-87.90207456999686,43.0314929
22377,631 E CHICAGO ST,2022,11,-87.90207456999686,43.0314929
22378,631 E HADLEY ST,2017,1,-87.9035869420417,43.06923669102891
22379,631 E HADLEY ST,2021,1,-87.9035869420417,43.06923669102891
22380,631 E HADLEY ST,2022,1,-87.9035869420417,43.06923669102891
22381,631 W LAND PL,2016,1,-87.9190634591613,43.05584184984751
22382,631 W RESERVOIR AV,2016,2,-87.9195534,43.0545534
22383,632 E CENTER ST,2016,1,-87.90308987949575,43.0677388
22384,632 E CENTER ST,2018,1,-87.90308987949575,43.0677388
22385,632 E CENTER ST,2019,1,-87.90308987949575,43.0677388
22386,632 E CENTER ST,2020,1,-87.90308987949575,43.0677388
22387,632 E CHICAGO ST,2017,1,-87.902764,43.03299
22388,632 E LOCUST ST,2017,1,-87.90299900310026,43.071275
22389,632 E LOCUST ST,2021,1,-87.90299900310026,43.071275
22390,632 E MEINECKE AV,2017,1,-87.9030703,43.0622032
22391,632 E OGDEN AV,2016,8,-87.9036538,43.0482982
22392,632 E OGDEN AV,2017,1,-87.9036538,43.0482982
22393,632 E OGDEN AV,2019,1,-87.9036538,43.0482982
22394,632 E OGDEN AV,2020,2,-87.9036538,43.0482982
22395,632 E OGDEN AV,2022,1,-87.9036538,43.0482982
22396,633 E BUFFALO ST,2016,1,-87.90233817312568,43.03372945
22397,633 E BUFFALO ST,2021,3,-87.90233817312568,43.03372945
22398,633 E BUFFALO ST,2022,4,-87.90233817312568,43.03372945
22399,633 E MICHIGAN ST,2016,1,-86.1459741,39.77373335
22400,633 E TOWNSEND ST,2016,2,-87.9028573236244,43.0800726
22401,633 N 5TH ST,2016,1,-75.14644004700358,39.962996149999995
22402,633 N 5TH ST,2021,1,-75.14644004700358,39.962996149999995
22403,633 W CLARKE ST,2017,1,-87.91953460719593,43.0655974
22404,633 W CLARKE ST,2019,2,-87.91953460719593,43.0655974
22405,633 W MICHIGAN ST,2016,10,-87.92007975380726,43.03639695
22406,633 W MICHIGAN ST,2017,8,-87.92007975380726,43.03639695
22407,633 W MICHIGAN ST,2018,4,-87.92007975380726,43.03639695
22408,633 W NORTH AV,2016,4,-87.6448306196354,41.91067425
22409,633 W NORTH AV,2017,3,-87.6448306196354,41.91067425
22410,633 W NORTH AV,2018,1,-87.6448306196354,41.91067425
22411,633 W NORTH AV,2019,2,-87.6448306196354,41.91067425
22412,633 W NORTH AV,2020,1,-87.6448306196354,41.91067425
22413,633 W NORTH AV,2021,2,-87.6448306196354,41.91067425
22414,633 W NORTH AV,2022,3,-87.6448306196354,41.91067425
22415,633 W WISCONSIN AV,2016,2,-87.9197353,43.0385917
22416,633 W WISCONSIN AV,2017,8,-87.9197353,43.0385917
22417,633 W WISCONSIN AV,2018,7,-87.9197353,43.0385917
22418,633 W WISCONSIN AV,2019,6,-87.9197353,43.0385917
22419,633 W WISCONSIN AV,2020,4,-87.9197353,43.0385917
22420,633 W WISCONSIN AV,2021,2,-87.9197353,43.0385917
22421,633 W WISCONSIN AV,2022,3,-87.9197353,43.0385917
22422,633 W WISCONSIN AV #1410,2017,1,48.178115862833856,28.890319505584127
22423,634 E KEEFE AV,2017,1,-87.9031457799804,43.0829609
22424,634 E KEEFE AV,2018,1,-87.9031457799804,43.0829609
22425,634 E KEEFE AV,2019,1,-87.9031457799804,43.0829609
22426,634 E LOCUST ST,2016,1,-87.90299900310026,43.071275
22427,634 E LOCUST ST,2017,2,-87.90299900310026,43.071275
22428,634 E LOCUST ST,2021,1,-87.90299900310026,43.071275
22429,634 W CHAMBERS ST,2016,1,-87.91945271813063,43.0732365
22430,634 W CHAMBERS ST,2017,3,-87.91945271813063,43.0732365
22431,634 W CHAMBERS ST,2018,3,-87.91945271813063,43.0732365
22432,634 W CHAMBERS ST,2019,2,-87.91945271813063,43.0732365
22433,634 W CHAMBERS ST,2020,3,-87.91945271813063,43.0732365
22434,634 W CHAMBERS ST,2021,4,-87.91945271813063,43.0732365
22435,634 W CHAMBERS ST,2022,1,-87.91945271813063,43.0732365
22436,634 W LAND PL,2016,2,-87.91955818315591,43.05594145
22437,634 W NORTH AV,2017,3,-87.9195872,43.0604261
22438,634 W NORTH AV,2018,2,-87.9195872,43.0604261
22439,634 W NORTH AV,2019,2,-87.9195872,43.0604261
22440,634 W NORTH AV,2020,2,-87.9195872,43.0604261
22441,634 W NORTH AV,2022,6,-87.9195872,43.0604261
22442,634 W VINE ST,2017,1,-87.91954045717593,43.054104499999994
22443,634 W WISCONSIN AV,2016,1,-87.91994676235251,43.03918995
22444,634 W WISCONSIN AV,2022,1,-87.91994676235251,43.03918995
22445,635 E KEEFE AV,2017,1,-87.90275499015833,43.081899050000004
22446,635 N 5TH ST,2017,1,-75.98090432030705,40.565528571886375
22447,635 W CENTER ST,2016,1,-87.91952203348704,43.06743875
22448,635 W CLARKE ST,2016,1,-87.91953460719593,43.0655974
22449,635 W MEINECKE AV,2016,2,-87.9195848,43.0620426
22450,636 W ATKINSON AV,2016,1,-87.91947489066945,43.082429950000005
22451,636 W ATKINSON AV,2017,1,-87.91947489066945,43.082429950000005
22452,636 W ATKINSON AV,2018,1,-87.91947489066945,43.082429950000005
22453,636 W ATKINSON AV,2021,1,-87.91947489066945,43.082429950000005
22454,636 W CENTER ST,2016,1,-87.91946974314365,43.06788315
22455,636 W CENTER ST,2018,1,-87.91946974314365,43.06788315
22456,636 W CENTER ST,2019,2,-87.91946974314365,43.06788315
22457,636 W CENTER ST,2020,1,-87.91946974314365,43.06788315
22458,637 W KNEELAND ST,2017,2,-87.9199004,43.0493473
22459,639 E SUMMERFEST PL,2016,2,-87.90146603503118,43.02863015
22460,639 E SUMMERFEST PL,2017,8,-87.90146603503118,43.02863015
22461,639 E SUMMERFEST PL,2018,3,-87.90146603503118,43.02863015
22462,639 E SUMMERFEST PL,2019,11,-87.90146603503118,43.02863015
22463,639 E SUMMERFEST PL,2021,5,-87.90146603503118,43.02863015
22464,639 E SUMMERFEST PL,2022,3,-87.90146603503118,43.02863015
22465,639 W CLARKE ST,2017,1,-87.91967187427795,43.06559205
22466,639 W CLARKE ST,2019,1,-87.91967187427795,43.06559205
22467,639 W RESERVOIR AV,2016,1,-87.9193569,43.0545506
22468,640 E PLEASANT ST,2017,1,-76.61012658064516,39.293928096774195
22469,641 N JAMES LOVELL ST,2016,1,-87.920576,43.0384244
22470,641 N JAMES LOVELL ST,2021,2,-87.920576,43.0384244
22471,641 N JAMES LOVELL ST,2022,1,-87.920576,43.0384244
22472,641 W BROWN ST,2016,1,-87.91978895798471,43.056312500000004
22473,641 W BROWN ST,2019,1,-87.91978895798471,43.056312500000004
22474,641 W BROWN ST,2022,1,-87.91978895798471,43.056312500000004
22475,642 W NORTH AV,2017,1,-87.91976335998042,43.0605359
